▶메타정보,,,
53,RATES,기본주차요금,
54,TIME_RATES,기본주차단위시간,
55,ADD_RATES,추가주차단위요금,
56,ADD_TIME_RATES,추가주차단위시간,
57,ROAD_ADDR,도로명주소,
58,ADDRESS,지번주소,
59,LAT,위도,
60,LNG,경도,
61,SUB_STTS,지하철 실시간 도착 현황,
62,SUB_STN_NM,지하철역명,
63,SUB_STN_LINE,지하철역 호선,
64,SUB_STN_RADDR,지하철역 도로명 주소,
65,SUB_STN_JIBUN,지하철역 구 지번주소,
66,SUB_STN_X,지하철역 X 좌표(경도),
67,SUB_STN_Y,지하철역 Y 좌표(위도),
68,SUB_NT_STN,다음역 코드,
69,SUB_BF_STN,이전역 코드,
70,SUB_ROUTE_NM,지하철노선명,
71,SUB_LINE,지하철호선,
72,SUB_ORD,도착예정열차순번,
73,SUB_DIR,지하철방향,
74,SUB_TERMINAL,종착역,
75,SUB_ARVTIME,열차 도착 시간,
76,SUB_ARMG1,열차 도착 메세지,
77,SUB_ARMG2,열차 도착 메세지,
78,SUB_ARVINFO,열차 도착 코드 정보,
79,BUS_STN_STTS,버스정류소 현황,
80,BUS_STN_ID,정류소ID,
81,BUS_ARS_ID,정류소 고유번호,
82,BUS_STN_NM,정류소명,
83,BUS_STN_X,정류소 X 좌표(경도),
84,BUS_STN_Y,정류소 Y 좌표(위도),
85,RTE_STN_NM,노선 조회 기준 정류장명,
86,RTE_NM,노선명,
87,RTE_ID,노선ID,
88,RTE_SECT,노선구간,
89,RTE_CONGEST,노선혼잡도,
90,RTE_ARRV_TM,노선예상도착시간,
91,RTE_ARRV_STN,노선최근도착정류장,
92,ACDNT_CNTRL_STTS,사고통제현황,
93,ACDNT_OCCR_DT,사고발생일시,
94,EXP_CLR_DT,통제종료예정일시,
95,ACDNT_TYPE,사고발생유형,
96,ACDNT_DTYPE,사고발생세부유형,
97,ACDNT_INFO,사고통제내용,
98,ACDNT_X,사고통제지점 X 좌표(경도),
99,ACDNT_Y,사고통제지점 Y 좌표(위도),
100,ACDNT_TIME,사고통제현황 업데이트 시간,
101,CHARGER_STTS,전기차충전소 현황,
102,STAT_NM,전기차충전소명,
103,STAT_ID,전기차충전소ID,
104,STAT_ADDR,전기차충전소주소,
105,STAT_X,전기차충전소 X 좌표(경도),
106,STAT_Y,전기차충전소 Y 좌표(위도),
107,STAT_USETIME,전기차충전소 운영시간,
108,STAT_PARKPAY,전기가충전소 주차료 유무료 여부,
109,STAT_LIMITYN,전기차충전소 이용자 제한,
110,STAT_LIMITDETAIL,전기차충전소 이용제한 사유,
111,STAT_KINDDETAIL,전기차충전소 상세유형,
112,CHARGER_ID,충전기 ID,
113,CHARGER_TYPE,충전기 타입,
114,CHARGER_STAT,충전기 상태,
115,STATUPDDT,충전기 상태 갱신일시,
116,LASTTSDT,충전기 마지막 충전시작일시,
117,LASTTEDT,충전기 마지막 충전종료일시,
118,NOWTSDT,충전기 충전중 시작일시,
119,OUTPUT,충전기 충전용량,
120,METHOD,충전기 충전방식,
121,SBIKE_STTS,따릉이 현황,
122,SBIKE_SPOT_NM,따릉이대여소명,
123,SBIKE_SPOT_ID,따릉이대여소ID,
124,SBIKE_SHARED,따릉이거치율,
125,SBIKE_PARKING_CNT,따릉이 주차 건수,
126,SBIKE_RACK_CNT,따릉이거치대 개수,
127,SBIKE_X,따릉이대여소 X 좌표(경도),
128,SBIKE_Y,따릉이대여소 Y 좌표(위도),
129,WEATHER_STTS,날씨 현황,
130,TEMP,기온,
131,SENSIBLE_TEMP,체감온도,
132,MAX_TEMP,일 최저온도/최고온도,
133,MIN_TEMP,일 최저온도/최고온도,
134,HUMIDITY,습도,
135,WIND_DIRCT,풍향,
136,WIND_SPD,풍속,
137,PRECIPITATION,강수량,
138,PRECPT_TYPE,강수형태,
139,PCP_MSG,강수관련 메세지,
140,SUNRISE,일출시각,
141,SUNSET,일몰시각,
142,UV_INDEX_LVL,자외선지수 단계,
143,UV_INDEX,자외선지수,
144,UV_MSG,자외선메세지,
145,PM25_INDEX,초미세먼지지표,
146,PM25,초미세먼지농도,
147,PM10_INDEX,미세먼지지표,
148,PM10,미세먼지농도,
149,AIR_IDX,통합대기환경등급,
150,AIR_IDX_MVL,통합대기환경지수,
151,AIR_IDX_MAIN,통합대기환경지수 결정물질,
152,AIR_MSG,통합대기환경등급별 메세지,
153,WEATHER_TIME,날씨 데이터 업데이트 시간,
154,NEWS_LIST,기상관련특보,
155,WARN_VAL,기상특보종류,
156,WARN_STRESS,기상특보강도,
157,ANNOUNCE_TIME,기상특보발효시각,
158,COMMAND,기상특보발표코드,
159,CANCEL_YN,기상특보취소구분,
160,WARN_MSG,기상특보별 행동강령,
161,FCST24HOURS,24시간 예보,
162,FCST_DT,예보시간,
163,TEMP,기온,
164,PRECIPITATION,강수량,
165,PRECPT_TYPE,강수형태,
166,RAIN_CHANCE,강수확률,
167,SKY_STTS,하늘상태,
168,CULTURALEVENTINFO,문화행사 현황,
169,EVENT_NM,문화행사명,
170,EVENT_PERIOD,문화행사 기간,
171,EVENT_PLACE,문화행사 장소,
172,EVENT_ETC_DETAIL,문화행사 기타 세부정보,
,,,
▶샘플URL,,,
샘플명,샘플URL,,
서울시 실시간 도시데이터,http://openapi.seoul.go.kr:8088/sample/xml/citydata/1/5/광화문·덕수궁,,
,,,
▶에러 및 정보메세지,,,
INFO-000 : 정상 처리되었습니다,,,
ERROR-300 : 필수 값이 누락되어 있습니다.,,,
요청인자를 참고 하십시오.,,,
INFO-100 : 인증키가 유효하지 않습니다.,,,
"인증키가 없는 경우, 열린 데이터 광장 홈페이지에서 인증키를 신청하십시오.",,,
ERROR-301 : 파일타입 값이 누락 혹은 유효하지 않습니다.,,,
요청인자 중 TYPE을 확인하십시오.,,,
ERROR-310 : 해당하는 서비스를 찾을 수 없습니다.,,,
요청인자 중 SERVICE를 확인하십시오.,,,
ERROR-331 : 요청시작위치 값을 확인하십시오.,,,
요청인자 중 START_INDEX를 확인하십시오.,,,
ERROR-332 : 요청종료위치 값을 확인하십시오.,,,
요청인자 중 END_INDEX를 확인하십시오.,,,
ERROR-333 : 요청위치 값의 타입이 유효하지 않습니다.,,,
요청위치 값은 정수를 입력하세요.,,,
ERROR-334 : 요청종료위치 보다 요청시작위치가 더 큽니다.,,,
요청시작조회건수는 정수를 입력하세요.,,,
ERROR-335 : 샘플데이터(샘플키:sample) 는 한번에 최대 5건을 넘을 수 없습니다.,,,
요청시작위치와 요청종료위치 값은 1 ~ 5 사이만 가능합니다.,,,
ERROR-336 : 데이터요청은 한번에 최대 1000건을 넘을 수 없습니다.,,,
요청종료위치에서 요청시작위치를 뺀 값이 1000을 넘지 않도록 수정하세요.,,,
ERROR-500 : 서버 오류입니다.,,,
지속적으로 발생시 열린 데이터 광장으로 문의(Q&A) 바랍니다.,,,
ERROR-600 : 데이터베이스 연결 오류입니다.,,,
지속적으로 발생시 열린 데이터 광장으로 문의(Q&A) 바랍니다.,,,
ERROR-601 : SQL 문장 오류 입니다.,,,
지속적으로 발생시 열린 데이터 광장으로 문의(Q&A) 바랍니다.,,,
INFO-200 : 해당하는 데이터가 없습니다.,,,
